AppName,TestPackage,TestRunnerClassPath,TestClassPath,TestMethodName,Status,Reason
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testCancelAllTasksAllTasksStarted,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testCancelAllTasksNoTasksStarted,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testCancelPositionSaver,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testCancelWidgetUpdater,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testDisableSleepTimer,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testGetQueueWriteAfterCreation,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testGetQueueWriteBeforeCreation,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testInit,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testIsPositionSaverActive,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testIsSleepTimerActiveNegative,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testIsSleepTimerActivePositive,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testIsWidgetUpdaterActive,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testSetSleepTimer,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testStartPositionSaver,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testStartWidgetUpdater,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.service.playback.PlaybackServiceTaskManagerTest,testStartWidgetUpdaterAfterShutdown,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.handler.FeedHandlerTest,testAtomBasic,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.handler.FeedHandlerTest,testRSS2Basic,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testAddFeed,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testBackButtonBehaviorDefault,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testBackButtonBehaviorDoubleTap,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testBackButtonBehaviorGoToPage,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testBackButtonBehaviorOpenDrawer,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testBackButtonBehaviorPrompt,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testClickNavDrawer,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testDrawerPreferencesHideAllElements,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testDrawerPreferencesHideCurrentElement,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testDrawerPreferencesHideSomeElements,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testDrawerPreferencesUnhideSomeElements,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.MainActivityTest,testGoToPreferences,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PreferencesTest,testRewindChange,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.ui.PreferencesTest,testSetUpdateInterval,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.entities.ExternalMediaTest,testSaveCurrentPositionUpdatesPreferences,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testFeedListDownloadUrls,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetDownloadedItems,Pass,
